Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
2014/11/14,2014,11,14,Friday,45,2014-45,49.65,50,49.53,49.65,3046800,45.02,-0.002411211,45.25285714,42.3556,
2014/11/17,2014,11,17,Monday,46,2014-46,49.75,50.68,49.68,50.58,4502900,45.86,0.018731141,45.45071429,42.4194,
2014/11/18,2014,11,18,Tuesday,46,2014-46,50.66,50.74,50.37,50.42,2982900,45.72,-0.003163352,45.57428571,42.4902,
2014/11/19,2014,11,19,Wednesday,46,2014-46,50.29,50.6,49.97,50.17,2743600,45.49,-0.00495834,45.595,42.5598,
2014/11/20,2014,11,20,Thursday,46,2014-46,50.12,50.44,50.04,50.21,3098400,45.53,0.000797301,45.58785714,42.6202,
2014/11/21,2014,11,21,Friday,46,2014-46,50.61,50.63,49.65,50.07,4487700,45.4,-0.002788247,45.53142857,42.6956,
2014/11/24,2014,11,24,Monday,47,2014-47,50.04,50.08,49.17,49.22,3490600,44.63,-0.0169764,45.43714286,42.7564,
2014/11/25,2014,11,25,Tuesday,47,2014-47,49.38,49.41,48.96,49.28,6330900,44.68,0.00121912,45.37071429,42.825,
2014/11/26,2014,11,26,Wednesday,47,2014-47,49.43,50.17,49.37,49.94,2196900,45.28,0.013392885,45.40928571,42.9022,
2014/11/28,2014,11,28,Friday,47,2014-47,50.21,50.81,50.08,50.5,1031400,45.79,0.011213454,45.41928571,42.994,
2014/12/1,2014,12,1,Monday,48,2014-48,50.21,51.51,50.11,50.62,3774500,45.9,0.00237619,45.40928571,43.0892,
2014/12/2,2014,12,2,Tuesday,48,2014-48,50.69,51.74,50.59,51.53,4811900,46.72,0.017977102,45.47214286,43.2124,
2014/12/3,2014,12,3,Wednesday,48,2014-48,51.5,51.55,50.84,51,3795700,46.24,-0.010285179,45.52785714,43.3238,
2014/12/4,2014,12,4,Thursday,48,2014-48,50.91,51.46,50.91,51.09,3302100,46.33,0.001764567,45.61357143,43.4384,
2014/12/5,2014,12,5,Friday,48,2014-48,49.86,50.97,49.79,50.95,1744300,46.2,-0.002740138,45.69785714,43.5604,
2014/12/8,2014,12,8,Monday,49,2014-49,50.97,52,50.76,51.92,3598000,47.08,0.019038224,45.785,43.6982,
2014/12/9,2014,12,9,Tuesday,49,2014-49,51.71,52.06,51.5,51.84,2592900,47.01,-0.001540774,45.87714286,43.825,
2014/12/10,2014,12,10,Wednesday,49,2014-49,51.88,52.35,51.51,51.85,2811500,47.01,0.000192985,45.98571429,43.9484,
2014/12/11,2014,12,11,Thursday,49,2014-49,51.89,53.03,51.78,52.93,4116900,47.99,0.020829134,46.16142857,44.0886,
2014/12/12,2014,12,12,Friday,49,2014-49,52.34,52.96,52.05,52.07,2519100,47.21,-0.016247798,46.29071429,44.2152,
2014/12/15,2014,12,15,Monday,50,2014-50,52.88,53,51.8,52.34,4076300,47.46,0.005185485,46.49285714,44.3392,
2014/12/16,2014,12,16,Tuesday,50,2014-50,52.35,52.85,51.59,51.94,3779400,47.1,-0.007642611,46.66571429,44.4604,
2014/12/17,2014,12,17,Wednesday,50,2014-50,51.63,52.75,51.63,52.73,3704200,47.81,0.015209922,46.84642857,44.6118,
2014/12/18,2014,12,18,Thursday,50,2014-50,52.77,53.45,52.51,53.45,2904000,48.47,0.013654749,47.03785714,44.7652,
2014/12/19,2014,12,19,Friday,50,2014-50,53.86,53.87,52.83,53.06,5054400,48.11,-0.007296802,47.19571429,44.92,
2014/12/22,2014,12,22,Monday,51,2014-51,53.1,53.31,52.72,53.22,3361100,48.26,0.003015499,47.30571429,45.066,
2014/12/23,2014,12,23,Tuesday,51,2014-51,53.62,53.81,53.17,53.27,2657000,48.3,0.000939431,47.45285714,45.2092,
2014/12/24,2014,12,24,Wednesday,51,2014-51,53.42,54.59,53.21,54.46,1584700,49.38,0.022339043,47.67071429,45.3648,
2014/12/26,2014,12,26,Friday,51,2014-51,54.53,55.24,54.38,54.86,2681600,49.74,0.007344872,47.92357143,45.5302,
2014/12/29,2014,12,29,Monday,52,2014-52,54.41,55.17,54.41,54.98,2882400,50.27,0.010569148,48.15142857,45.7254,
2014/12/30,2014,12,30,Tuesday,52,2014-52,55.01,55.03,54.09,54.28,1683500,49.63,-0.012732046,48.33857143,45.9074,
2014/12/31,2014,12,31,Wednesday,52,2014-52,54.39,54.59,53.16,53.24,1849300,48.68,-0.019160005,48.45785714,46.0578,
2015/1/2,2015,1,2,Friday,0,2015-00,53.48,53.79,53.06,53.34,2384000,48.77,0.001878253,48.51357143,46.2082,
2015/1/5,2015,1,5,Monday,1,Jan-15,53.95,54.45,53.64,54.24,6398800,49.59,0.016873052,48.68357143,46.3612,
2015/1/6,2015,1,6,Tuesday,1,Jan-15,54.33,55.6,54.06,54.16,5959500,49.52,-0.001475099,48.83071429,46.514,
2015/1/7,2015,1,7,Wednesday,1,Jan-15,54.25,54.77,53.95,54.59,2595300,49.91,0.007939494,49.03142857,46.6568,
2015/1/8,2015,1,8,Thursday,1,Jan-15,54.75,55.5,54.71,55.28,2592100,50.54,0.01263966,49.22642857,46.823,
2015/1/9,2015,1,9,Friday,1,Jan-15,55.88,56.11,55.09,55.83,5319300,51.05,0.009949468,49.41071429,46.9822,
2015/1/12,2015,1,12,Monday,2,Feb-15,55.92,56.05,55.06,55.43,2669800,50.68,-0.007164774,49.59428571,47.116,
2015/1/13,2015,1,13,Tuesday,2,Feb-15,55.94,57.28,55.94,56.51,4563400,51.67,0.0194841,49.83785714,47.2454,
2015/1/14,2015,1,14,Wednesday,2,Feb-15,56.58,57.72,56.01,57.65,4303300,52.71,0.020173405,50.15285714,47.387,
2015/1/15,2015,1,15,Thursday,2,Feb-15,57.67,57.9,57,57.61,4235800,52.67,-0.000693815,50.38785714,47.5166,
2015/1/16,2015,1,16,Friday,2,Feb-15,57.63,58.18,57.28,58.16,3036800,53.18,0.009546923,50.63357143,47.6612,
2015/1/20,2015,1,20,Tuesday,3,Mar-15,58.55,58.63,57.83,58.3,2413700,53.31,0.002407166,50.85071429,47.8152,
2015/1/21,2015,1,21,Wednesday,3,Mar-15,58.17,58.62,57.71,58.47,2888400,53.46,0.002915999,51.12428571,47.9896,
2015/1/22,2015,1,22,Thursday,3,Mar-15,58.65,58.83,57.95,58.2,2518400,53.21,-0.004617839,51.44785714,48.1408,
2015/1/23,2015,1,23,Friday,3,Mar-15,58.44,59.1,58.34,58.87,2741200,53.83,0.011511917,51.80928571,48.2966,
2015/1/26,2015,1,26,Monday,4,Apr-15,59.1,59.43,58.52,59.4,2343900,54.31,0.009002979,52.14642857,48.466,
2015/1/27,2015,1,27,Tuesday,4,Apr-15,59.27,59.77,59.15,59.41,3414900,54.32,0.000168431,52.48928571,48.6432,
2015/1/28,2015,1,28,Wednesday,4,Apr-15,59.38,60.09,59.1,59.29,2783300,54.21,-0.002019783,52.79642857,48.8248,
2015/1/29,2015,1,29,Thursday,4,Apr-15,59.29,60.21,59,60.15,2913200,55,0.014504934,53.115,49.0244,
2015/1/30,2015,1,30,Friday,4,Apr-15,60.14,60.15,58.76,58.81,3172900,53.77,-0.022277632,53.30928571,49.1826,
2015/2/2,2015,2,2,Monday,5,May-15,58.85,59.03,58.01,58.63,2550600,53.61,-0.003060761,53.51857143,49.3404,
2015/2/3,2015,2,3,Tuesday,5,May-15,58.66,58.94,58.2,58.85,3172100,53.81,0.003752447,53.67142857,49.5068,
2015/2/4,2015,2,4,Wednesday,5,May-15,58.82,58.82,57.81,57.91,3780500,52.95,-0.015972858,53.68857143,49.6552,
2015/2/5,2015,2,5,Thursday,5,May-15,58.36,58.53,57.85,58.06,4917400,53.09,0.002590251,53.71857143,49.809,
2015/2/6,2015,2,6,Friday,5,May-15,57.76,57.82,55.72,56.06,3613000,51.26,-0.034447136,53.58142857,49.9416,
2015/2/9,2015,2,9,Monday,6,Jun-15,56.02,56.35,55.54,55.77,3013400,50.99,-0.005172993,53.41571429,50.0678,
2015/2/10,2015,2,10,Tuesday,6,Jun-15,55.7,56.9,54.81,56.81,4218400,51.94,0.018647884,53.30714286,50.201,
2015/2/11,2015,2,11,Wednesday,6,Jun-15,56.52,56.81,55.04,55.2,5351800,50.47,-0.028340091,53.11142857,50.2946,
2015/2/12,2015,2,12,Thursday,6,Jun-15,55.45,55.54,54.87,55.2,3883600,50.47,0,52.87142857,50.386,
2015/2/13,2015,2,13,Friday,6,Jun-15,55.02,55.08,53.38,54.06,4574300,49.43,-0.020652008,52.52285714,50.4402,
2015/2/17,2015,2,17,Tuesday,7,Jul-15,54.2,54.7,53.62,54.39,4569700,49.73,0.006104108,52.195,50.51,
2015/2/18,2015,2,18,Wednesday,7,Jul-15,54.4,55.6,54.27,55.55,3979500,50.79,0.02132746,51.95071429,50.5992,
2015/2/19,2015,2,19,Thursday,7,Jul-15,55.72,55.72,54.76,55.05,2071100,50.33,-0.009000961,51.61714286,50.6818,
2015/2/20,2015,2,20,Friday,7,Jul-15,54.97,55.17,54.23,54.98,1791700,50.27,-0.0012712,51.36714286,50.7456,
2015/2/23,2015,2,23,Monday,8,Aug-15,55.03,55.32,54.89,55.26,1821600,50.53,0.00509256,51.14714286,50.816,
2015/2/24,2015,2,24,Tuesday,8,Aug-15,55.33,55.65,55.1,55.15,2253200,50.42,-0.001990493,50.905,50.8842,
2015/2/25,2015,2,25,Wednesday,8,Aug-15,55.17,55.3,53.98,54.11,2379200,49.47,-0.018857752,50.65642857,50.9138,
2015/2/26,2015,2,26,Thursday,8,Aug-15,54.28,54.31,53.73,53.92,2070100,49.3,-0.00351144,50.38571429,50.9556,
2015/2/27,2015,2,27,Friday,8,Aug-15,54,54.12,53.54,53.73,3118700,49.13,-0.003523659,50.23357143,50.989,
2015/3/2,2015,3,2,Monday,9,Sep-15,53.53,54,52.9,53.4,3637200,48.82,-0.006141987,50.07857143,51.0234,
2015/3/3,2015,3,3,Tuesday,9,Sep-15,53.32,53.8,53.03,53.71,4373200,49.11,0.00580531,49.87642857,51.0494,
2015/3/4,2015,3,4,Wednesday,9,Sep-15,53.73,53.78,53.41,53.63,3293300,49.04,-0.001489422,49.77428571,51.0608,
2015/3/5,2015,3,5,Thursday,9,Sep-15,53.69,54.28,53.59,53.83,2639700,49.22,0.003729265,49.685,51.083,
2015/3/6,2015,3,6,Friday,9,Sep-15,53.93,53.93,52.02,52.2,2472000,47.73,-0.030280391,49.56357143,51.0724,
2015/3/9,2015,3,9,Monday,10,Oct-15,52.21,52.4,51.77,52.07,2085600,47.61,-0.002490583,49.41214286,51.0586,
2015/3/10,2015,3,10,Tuesday,10,Oct-15,52,52.5,51.75,51.77,2203300,47.33,-0.00576145,49.165,51.0176,
2015/3/11,2015,3,11,Wednesday,10,Oct-15,51.75,51.94,51.25,51.38,1790200,46.98,-0.007533408,48.92571429,50.9624,
2015/3/12,2015,3,12,Thursday,10,Oct-15,51.63,52.61,51.63,52.41,1780100,47.92,0.0200468,48.75785714,50.9154,
2015/3/13,2015,3,13,Friday,10,Oct-15,52.25,52.27,51.11,51.8,3318700,47.36,-0.011638962,48.53142857,50.87,
2015/3/16,2015,3,16,Monday,11,Nov-15,52.06,54.73,52.06,53.55,5506500,48.96,0.033783888,48.42714286,50.8756,
2015/3/17,2015,3,17,Tuesday,11,Nov-15,53.02,53.49,52.89,53.05,3905600,48.5,-0.009337207,48.35785714,50.8702,
2015/3/18,2015,3,18,Wednesday,11,Nov-15,53.02,54.32,52.62,54.25,3929100,49.6,0.022620306,48.37928571,50.8704,
2015/3/19,2015,3,19,Thursday,11,Nov-15,54,54.75,53.6,53.61,2118000,49.02,-0.01179731,48.37142857,50.8604,
2015/3/20,2015,3,20,Friday,11,Nov-15,53.89,54.34,53.18,53.96,4867800,49.34,0.006528746,48.40857143,50.849,
2015/3/23,2015,3,23,Monday,12,Dec-15,54.19,54.79,54.02,54.49,2460900,49.82,0.00982211,48.45928571,50.8346,
2015/3/24,2015,3,24,Tuesday,12,Dec-15,54.47,54.79,53.33,53.46,2709300,48.88,-0.018902859,48.44785714,50.7912,
2015/3/25,2015,3,25,Wednesday,12,Dec-15,53.44,53.84,52.72,52.76,2549400,48.24,-0.013093898,48.37785714,50.7424,
2015/3/26,2015,3,26,Thursday,12,Dec-15,52.72,53.04,52.01,52.37,2059200,47.88,-0.007391813,48.38857143,50.6666,
2015/3/27,2015,3,27,Friday,12,Dec-15,52.07,52.37,51.79,52.01,1744000,47.97,0.001829868,48.41428571,50.5718,
2015/3/30,2015,3,30,Monday,13,2015-13,52.1,53.16,52.07,52.95,3210000,48.84,0.018073371,48.52214286,50.4952,
2015/3/31,2015,3,31,Tuesday,13,2015-13,52.94,53.45,52.71,53.07,5086200,48.95,0.002266429,48.66285714,50.4106,
2015/4/1,2015,4,1,Wednesday,13,2015-13,53.17,53.44,52.33,53.12,2337100,48.99,0.000941976,48.73928571,50.3242,
2015/4/2,2015,4,2,Thursday,13,2015-13,53.21,53.73,53.04,53.59,2334500,49.43,0.008847972,48.88714286,50.2436,
2015/4/6,2015,4,6,Monday,14,2015-14,53.65,54.69,53.65,54.27,1860900,50.06,0.012689024,48.96571429,50.1806,
2015/4/7,2015,4,7,Tuesday,14,2015-14,54.18,54.21,53.4,53.48,2525300,49.33,-0.014556906,49.025,50.0906,
2015/4/8,2015,4,8,Wednesday,14,2015-14,53.44,53.92,53.22,53.61,2257600,49.45,0.002430965,49.01428571,49.9934,
2015/4/9,2015,4,9,Thursday,14,2015-14,53.53,53.63,52.31,52.78,5089000,48.68,-0.015482523,48.99,49.8806,
2015/4/10,2015,4,10,Friday,14,2015-14,52.62,53.08,52.17,53.04,3571400,48.92,0.004926257,48.96,49.7748,
2015/4/13,2015,4,13,Monday,15,2015-15,53.06,53.26,52.3,52.35,1603600,48.28,-0.013009074,48.85,49.6404,
2015/4/14,2015,4,14,Tuesday,15,2015-15,52.44,52.62,52.21,52.3,2345900,48.24,-0.000955011,48.80428571,49.5298,
2015/4/15,2015,4,15,Wednesday,15,2015-15,52.49,53.12,51.84,51.92,2577000,47.89,-0.007265907,48.77928571,49.4154,
2015/4/16,2015,4,16,Thursday,15,2015-15,51.92,52.02,51.4,51.92,5134800,47.89,0,48.78,49.297,
2015/4/17,2015,4,17,Friday,15,2015-15,51.75,52.44,51.69,52.36,4328200,48.29,0.008474782,48.80285714,49.2038,
2015/4/20,2015,4,20,Monday,16,2015-16,52.59,52.94,52.37,52.58,2864300,48.5,0.004201545,48.77857143,49.112,
2015/4/21,2015,4,21,Tuesday,16,2015-16,52.61,53.01,51.89,52.03,3696300,47.99,-0.01046019,48.71,49.0466,
2015/4/22,2015,4,22,Wednesday,16,2015-16,52.04,52.24,51.72,51.85,3258000,47.82,-0.003459518,48.62642857,48.9832,
2015/4/23,2015,4,23,Thursday,16,2015-16,51.88,52.51,51.86,52.19,2484500,48.14,0.006557383,48.53428571,48.9072,
2015/4/24,2015,4,24,Friday,16,2015-16,52.17,52.97,51.93,52.74,1711700,48.64,0.010538355,48.43285714,48.8706,
2015/4/27,2015,4,27,Monday,17,2015-17,52.89,53,51.82,51.87,2092400,47.84,-0.016496018,48.32642857,48.818,
2015/4/28,2015,4,28,Tuesday,17,2015-17,51.71,52.63,51.56,52.6,2205300,48.51,0.014073638,48.25928571,48.7996,
2015/4/29,2015,4,29,Wednesday,17,2015-17,53.9,54.05,52.9,53.92,7885100,49.73,0.025094957,48.33428571,48.7996,
2015/4/30,2015,4,30,Thursday,17,2015-17,53.77,53.8,52.21,52.92,5687500,48.81,-0.018545915,48.32642857,48.76,
2015/5/1,2015,5,1,Friday,17,2015-17,52.94,53.58,52.77,53.49,2331800,49.34,0.010771016,48.40214286,48.7402,
2015/5/4,2015,5,4,Monday,18,2015-18,53.44,54.32,53.28,53.67,4492400,49.5,0.003365091,48.49214286,48.7248,
2015/5/5,2015,5,5,Tuesday,18,2015-18,53.48,53.62,52.31,52.35,3431100,48.28,-0.024594802,48.52,48.6798,
2015/5/6,2015,5,6,Wednesday,18,2015-18,52.25,52.6,51.43,51.93,1996400,47.9,-0.008022866,48.52071429,48.6294,
2015/5/7,2015,5,7,Thursday,18,2015-18,51.94,52.31,51.71,51.77,2589000,47.75,-0.003080943,48.48214286,48.595,
2015/5/8,2015,5,8,Friday,18,2015-18,52.34,52.83,52.1,52.4,2127000,48.33,0.012169162,48.47,48.5756,
2015/5/11,2015,5,11,Monday,19,2015-19,52.37,52.94,51.96,52.06,1964800,48.02,-0.006488634,48.47214286,48.5534,
2015/5/12,2015,5,12,Tuesday,19,2015-19,51.77,51.99,51.3,51.68,2146600,47.67,-0.007299086,48.46142857,48.5304,
2015/5/13,2015,5,13,Wednesday,19,2015-19,51.82,52.19,50.75,50.94,1837600,46.98,-0.014319048,48.37857143,48.4878,
2015/5/14,2015,5,14,Thursday,19,2015-19,51.09,51.59,51.09,51.43,2058600,47.44,0.009619105,48.29285714,48.4558,
2015/5/15,2015,5,15,Friday,19,2015-19,51.6,52.22,51.51,52.01,2189000,47.97,0.011277519,48.30214286,48.4308,
2015/5/18,2015,5,18,Monday,20,2015-20,51.87,52.68,51.87,52.52,1964800,48.44,0.009805776,48.29714286,48.445,
2015/5/19,2015,5,19,Tuesday,20,2015-20,52.24,53.07,52.1,53.01,2803900,48.89,0.009329883,48.23714286,48.4706,
2015/5/20,2015,5,20,Wednesday,20,2015-20,53,53.32,52.72,52.85,2897900,48.75,-0.003018407,48.23285714,48.499,
2015/5/21,2015,5,21,Thursday,20,2015-20,52.89,53.19,52.61,53.15,1961300,49.02,0.005676481,48.21,48.5398,
2015/5/22,2015,5,22,Friday,20,2015-20,52.99,53.06,52.21,52.71,2567100,48.62,-0.008278346,48.14714286,48.5538,
2015/5/26,2015,5,26,Tuesday,21,2015-21,52.69,52.71,51.98,52.68,1944700,48.59,-0.000569266,48.16928571,48.5784,
2015/5/27,2015,5,27,Wednesday,21,2015-21,52.65,53.29,52.52,53.26,2030700,49.12,0.011009845,48.25642857,48.5816,
2015/5/28,2015,5,28,Thursday,21,2015-21,53.22,53.5,53,53.36,2835900,49.22,0.00187762,48.36142857,48.596,
2015/5/29,2015,5,29,Friday,21,2015-21,53.5,53.82,53.28,53.47,2641400,49.32,0.002061442,48.43214286,48.5904,
2015/6/1,2015,6,1,Monday,22,2015-22,53.79,53.96,53.42,53.66,2527700,49.49,0.003553382,48.53714286,48.5998,
2015/6/2,2015,6,2,Tuesday,22,2015-22,53.32,53.46,52.22,52.9,3136200,48.79,-0.014163278,48.61714286,48.5888,
2015/6/3,2015,6,3,Wednesday,22,2015-22,52.73,52.8,51.52,51.97,3445100,47.93,-0.017580177,48.685,48.551,
2015/6/4,2015,6,4,Thursday,22,2015-22,51.77,52.11,51.65,51.85,2501700,47.82,-0.002309087,48.71214286,48.5298,
2015/6/5,2015,6,5,Friday,22,2015-22,51.79,51.79,50.84,51.36,4312300,47.37,-0.009450283,48.66928571,48.5124,
2015/6/8,2015,6,8,Monday,23,2015-23,51.37,51.37,50.76,50.79,2289600,46.85,-0.011098171,48.55571429,48.4918,
2015/6/9,2015,6,9,Tuesday,23,2015-23,51.33,51.43,50.24,50.33,3562400,46.42,-0.009056971,48.37928571,48.4608,
2015/6/10,2015,6,10,Wednesday,23,2015-23,50.66,50.87,50.38,50.43,3033000,46.51,0.001987009,48.21928571,48.4142,
2015/6/11,2015,6,11,Thursday,23,2015-23,50.77,51.12,50.43,50.62,2872600,46.69,0.003767421,48.05285714,48.369,
2015/6/12,2015,6,12,Friday,23,2015-23,50.39,50.51,50.08,50.24,2002900,46.34,-0.007506807,47.89,48.316,
2015/6/15,2015,6,15,Monday,24,2015-24,50.17,50.19,49.65,49.81,2658800,45.94,-0.008559034,47.70071429,48.2462,
2015/6/16,2015,6,16,Tuesday,24,2015-24,49.66,50.14,49.46,50.11,2081900,46.22,0.00602301,47.49357143,48.1694,
2015/6/17,2015,6,17,Wednesday,24,2015-24,50.11,50.87,50.02,50.8,2131000,46.85,0.013769649,47.32428571,48.1198,
2015/6/18,2015,6,18,Thursday,24,2015-24,50.81,51.9,50.75,51.69,2552700,47.68,0.017519709,47.20714286,48.0844,
2015/6/19,2015,6,19,Friday,24,2015-24,51.6,51.77,51.08,51.08,4780600,47.11,-0.011801211,47.03714286,48.053,
2015/6/22,2015,6,22,Monday,25,2015-25,51.34,51.45,50.83,51.15,2353600,47.18,0.001370484,46.92214286,48.0182,
2015/6/23,2015,6,23,Tuesday,25,2015-25,51.08,51.26,50.15,50.44,2364800,46.52,-0.01388063,46.82142857,47.983,
2015/6/24,2015,6,24,Wednesday,25,2015-25,50.55,50.72,49.75,49.85,4142500,45.98,-0.011697295,46.69,47.9378,
2015/6/25,2015,6,25,Thursday,25,2015-25,50.01,50.05,49.51,49.6,3418800,45.75,-0.005014858,46.57428571,47.895,
2015/6/26,2015,6,26,Friday,25,2015-25,49.11,49.74,48.77,49.7,3099400,46.26,0.01129302,46.53214286,47.8624,
2015/6/29,2015,6,29,Monday,26,2015-26,49.64,50.35,49.28,49.33,2662800,45.92,-0.007444608,46.49642857,47.815,
2015/6/30,2015,6,30,Tuesday,26,2015-26,49.65,49.65,48.91,49.1,3082300,45.71,-0.004662608,46.43928571,47.7592,
2015/7/1,2015,7,1,Wednesday,26,2015-26,49.23,49.47,49.07,49.38,3031100,45.97,0.005702765,46.38785714,47.7188,
2015/7/2,2015,7,2,Thursday,26,2015-26,49.68,50.18,49.52,49.79,3714700,46.35,0.008302984,46.38857143,47.6894,
2015/7/6,2015,7,6,Monday,27,2015-27,49.61,50.1,49.53,50.03,2697800,46.57,0.004820108,46.43357143,47.658,
2015/7/7,2015,7,7,Tuesday,27,2015-27,50.3,51.65,50.25,51.4,4067100,47.85,0.02738371,46.55,47.6422,
2015/7/8,2015,7,8,Wednesday,27,2015-27,51.4,51.77,51.18,51.43,3034600,47.87,0.000583521,46.62285714,47.6428,
2015/7/9,2015,7,9,Thursday,27,2015-27,51.52,51.52,50.58,50.7,2557800,47.2,-0.014193954,46.58857143,47.6166,
2015/7/10,2015,7,10,Friday,27,2015-27,50.89,51.74,50.56,51.12,2178900,47.59,0.008284031,46.62285714,47.5738,
2015/7/13,2015,7,13,Monday,28,2015-28,51.3,51.59,51,51.22,1609300,47.68,0.001956153,46.65857143,47.5512,
2015/7/14,2015,7,14,Tuesday,28,2015-28,51.26,51.62,50.91,51,2209300,47.47,-0.004295182,46.72642857,47.5138,
2015/7/15,2015,7,15,Wednesday,28,2015-28,50.91,51.49,50.76,51.42,1676700,47.87,0.008235221,46.86142857,47.4812,
2015/7/16,2015,7,16,Thursday,28,2015-28,51.54,52.33,51.54,52.27,1457300,48.66,0.01653061,47.06928571,47.4888,
2015/7/17,2015,7,17,Friday,28,2015-28,52.12,52.15,51.32,51.33,2419300,47.78,-0.017983455,47.17785714,47.4864,
2015/7/20,2015,7,20,Monday,29,2015-29,51.28,51.45,50.82,51.19,1428400,47.65,-0.002727585,47.30142857,47.4844,
2015/7/21,2015,7,21,Tuesday,29,2015-29,51.08,51.16,50.34,50.6,2105900,47.1,-0.011525616,47.40071429,47.4598,
2015/7/22,2015,7,22,Wednesday,29,2015-29,50.63,51.48,50.59,51.32,3136400,47.77,0.014229088,47.52928571,47.4548,
2015/7/23,2015,7,23,Thursday,29,2015-29,51.14,51.27,50.15,50.33,2534700,46.85,-0.019290619,47.565,47.4384,
2015/7/24,2015,7,24,Friday,29,2015-29,50.29,50.58,50.11,50.35,2835000,46.87,0.000397257,47.58642857,47.4362,
2015/7/27,2015,7,27,Monday,30,2015-30,50.44,51.87,50.44,51.83,3111000,48.25,0.029394496,47.615,47.4524,
2015/7/28,2015,7,28,Tuesday,30,2015-30,51.73,52.29,51.56,52.28,4114900,48.67,0.008682102,47.67214286,47.4664,
2015/7/29,2015,7,29,Wednesday,30,2015-30,51.9,52.69,51.66,52.34,3111900,48.72,0.001147791,47.78071429,47.472,
2015/7/30,2015,7,30,Thursday,30,2015-30,52.06,52.49,51.8,52.18,3044000,48.57,-0.003057031,47.85071429,47.4656,
2015/7/31,2015,7,31,Friday,30,2015-30,52.56,53.25,52.43,52.51,2825700,48.88,0.006324201,47.93642857,47.4682,
2015/8/3,2015,8,3,Monday,31,2015-31,52.66,52.91,52.3,52.64,2403700,49,0.002475792,48.04571429,47.4678,
2015/8/4,2015,8,4,Tuesday,31,2015-31,52.43,52.47,51.89,51.99,2390900,48.4,-0.012347998,48.08357143,47.4634,
2015/8/5,2015,8,5,Wednesday,31,2015-31,51.84,52.04,51.55,51.83,7303400,48.25,-0.003077454,48.05428571,47.4566,
2015/8/6,2015,8,6,Thursday,31,2015-31,51.99,52.24,51.64,52.16,6080400,48.55,0.006366827,48.10928571,47.4452,
2015/8/7,2015,8,7,Friday,31,2015-31,51.98,53,51.79,52.89,2071000,49.23,0.013995382,48.22214286,47.4454,
2015/8/10,2015,8,10,Monday,32,2015-32,52.95,53.16,52.14,52.24,1848200,48.63,-0.012289633,48.33142857,47.4316,
2015/8/11,2015,8,11,Tuesday,32,2015-32,52.23,53.05,52.13,52.63,2059600,48.99,0.007465528,48.41857143,47.4216,
2015/8/12,2015,8,12,Wednesday,32,2015-32,52.4,53.3,52.3,53.18,4918800,49.5,0.010450316,48.60785714,47.4358,
2015/8/13,2015,8,13,Thursday,32,2015-32,53.02,53.62,52.5,53.36,2276300,49.67,0.003384712,48.80785714,47.4706,
2015/8/14,2015,8,14,Friday,32,2015-32,53.22,54.1,53.01,54.08,1673200,50.34,0.013493332,48.95714286,47.521,
2015/8/17,2015,8,17,Monday,33,2015-33,54.14,54.63,53.97,54.27,1872500,50.52,0.003513277,49.08928571,47.584,
2015/8/18,2015,8,18,Tuesday,33,2015-33,54.08,54.51,53.81,54.41,2317500,50.65,0.002579671,49.22714286,47.66,
2015/8/19,2015,8,19,Wednesday,33,2015-33,54.18,54.39,53.72,54.13,2337900,50.39,-0.005146067,49.35714286,47.7394,
2015/8/20,2015,8,20,Thursday,33,2015-33,53.8,54.46,53.55,53.88,1707200,50.16,-0.004618519,49.44857143,47.8124,
2015/8/21,2015,8,21,Friday,33,2015-33,53.49,53.96,53.04,53.08,2665500,49.41,-0.01484782,49.47785714,47.8668,
2015/8/24,2015,8,24,Monday,34,2015-34,51.5,52.48,49.94,50.41,7272100,46.93,-0.050301434,49.37285714,47.8786,
2015/8/25,2015,8,25,Tuesday,34,2015-34,51.08,51.16,48.9,48.96,3850600,45.58,-0.028764199,49.18214286,47.8714,
2015/8/26,2015,8,26,Wednesday,34,2015-34,49.63,49.67,48.51,49.43,4967600,46.01,0.00959975,49.00071429,47.8672,
2015/8/27,2015,8,27,Thursday,34,2015-34,49.68,50.4,49.27,50.34,5577500,46.86,0.018409751,48.83142857,47.8674,
2015/8/28,2015,8,28,Friday,34,2015-34,50.29,50.51,49.76,50.42,2511100,46.93,0.001589366,48.71,47.8524,
2015/8/31,2015,8,31,Monday,35,2015-35,50.24,50.53,49.41,49.58,3144400,46.15,-0.016659907,48.50714286,47.8332,
2015/9/1,2015,9,1,Tuesday,35,2015-35,48.52,48.9,47.59,47.88,3462200,44.57,-0.034288335,48.155,47.781,
2015/9/2,2015,9,2,Wednesday,35,2015-35,48.34,48.8,47.33,47.93,3055600,44.62,0.001044348,47.79428571,47.743,
2015/9/3,2015,9,3,Thursday,35,2015-35,47.98,48.43,47.73,48.3,2566000,44.96,0.007719529,47.41,47.7226,
2015/9/4,2015,9,4,Friday,35,2015-35,47.83,47.97,47.42,47.6,2813600,44.31,-0.014492712,46.96642857,47.6938,
2015/9/8,2015,9,8,Tuesday,36,2015-36,48.3,48.79,47.9,48.78,5176200,45.41,0.024790018,46.59214286,47.6768,
